PROGRAM_ID;PARAMETER;START_YEAR;END_YEAR;METHOD;METHOD_DESCRIPTION
LTM_ME;SIO2;2018;2008,43083;EPA 370.1;Molybdate colorimetric. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;DOC;2018;2008,43083;EPA 415.1;"High temperature combustion; IR Spectrophotometry. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983."
LTM_ME;DIC;2018;2008,43083;EPA 415.1;"High temperature combustion; IR Spectrophotometry. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983."
LTM_ME;PH_LAB;2018;2008,43083;Hillman et al 1986, EPA 150.1;Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;PH_EQ;2018;2008,43083;Hillman et al 1986, EPA 150.1;Electrode. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;ANC;2018;2008,43083;Hillman et al 1986, EPA 150.1;Electrode, gran titration. Hillman,D.C., J. Potter, and S. Simon, 1986.  Analytical methods for the National Surface Water Survey, Eastern Lake Survey.  EPA/600/4-86/009, EPA Las Vegas. Methods for Chemical Analysis of Water and Wastes, EPA 600/4-79-020, 1979, Revised 1983.
LTM_ME;COLOR_TRU;2018;2008,43083;Unknown;Unknown
LTM_ME;PH_STVL;2018;2008,43083;Unknown;Unknown
LTM_ME;TURB;2018;2008,43083;Unknown;Unknown
LTM_ME;WTEMP;2018;2008,43083;Unknown;Unknown
